barcode	chromosome	start	stop	num.mark	seg.mean
TCGA-09-0364-01A-02D-0508-04	7	147704200	147707161	2	-1.2844
TCGA-09-0364-01A-02D-0508-04	7	147708382	147886470	77	-0.0132
TCGA-09-0364-01A-02D-0508-04	7	147888795	148068017	85	-0.4405
TCGA-09-0364-01A-02D-0508-04	7	148073581	150301118	836	-0.0349
TCGA-09-0364-01A-02D-0508-04	7	150304339	150306801	2	0.8854
TCGA-09-0364-01A-02D-0508-04	7	150308129	151728811	630	-0.0022
TCGA-09-0364-01A-02D-0508-04	7	151730250	151730250	1	NA
TCGA-09-0364-01A-02D-0508-04	7	151732266	151743145	7	-0.7327
TCGA-09-0364-01A-02D-0508-04	7	151745100	158821263	2600	-0.0641
TCGA-09-0364-01A-02D-0508-04	8	151472	581533	119	-0.1081
TCGA-09-0364-01A-02D-0508-04	8	585010	588865	2	-1.8616
TCGA-09-0364-01A-02D-0508-04	8	591112	1488402	285	-0.1447
TCGA-09-0364-01A-02D-0508-04	8	1491491	1499520	4	0.5018
TCGA-09-0364-01A-02D-0508-04	8	1500993	7156900	1982	-0.0854
TCGA-09-0364-01A-02D-0508-04	8	7226901	7824059	9	-1.3893
TCGA-09-0364-01A-02D-0508-04	8	8137794	9533226	483	-0.0021
TCGA-09-0364-01A-02D-0508-04	8	9535456	9538031	3	-4.3309
TCGA-09-0364-01A-02D-0508-04	8	9539424	13265021	1390	-0.034
TCGA-09-0364-01A-02D-0508-04	8	13266967	13324774	31	0.3824
TCGA-09-0364-01A-02D-0508-04	8	13328366	18153005	1606	-0.0218
TCGA-09-0364-01A-02D-0508-04	8	18154667	18154667	1	NA
TCGA-09-0364-01A-02D-0508-04	8	18157909	18177150	7	-0.5219
TCGA-09-0364-01A-02D-0508-04	8	18181623	25120552	2237	-0.0203
TCGA-09-0364-01A-02D-0508-04	8	25123025	25123025	1	NA
TCGA-09-0364-01A-02D-0508-04	8	25124428	25125700	2	2.8032
TCGA-09-0364-01A-02D-0508-04	8	25127887	39350798	4912	-0.0221
TCGA-09-0364-01A-02D-0508-04	8	39352361	39505256	59	-2.8087
TCGA-09-0364-01A-02D-0508-04	8	39508035	39567325	23	0.0619
TCGA-09-0364-01A-02D-0508-04	8	39579093	48685098	1542	0.3388
TCGA-09-0364-01A-02D-0508-04	8	48687915	49344467	211	0.0259
TCGA-09-0364-01A-02D-0508-04	8	49351381	52435131	771	-0.5125
TCGA-09-0364-01A-02D-0508-04	8	52441870	52441870	1	NA
TCGA-09-0364-01A-02D-0508-04	8	52443694	53083551	253	-0.0011
TCGA-09-0364-01A-02D-0508-04	8	53088171	55060975	565	-0.4781
TCGA-09-0364-01A-02D-0508-04	8	55062235	55969029	254	0.0257
TCGA-09-0364-01A-02D-0508-04	8	55979049	58076960	681	-0.4875
TCGA-09-0364-01A-02D-0508-04	8	58081956	58092483	6	-3.7654
TCGA-09-0364-01A-02D-0508-04	8	58100753	58570446	112	-0.482
TCGA-09-0364-01A-02D-0508-04	8	58574376	58587873	3	-1.295
TCGA-09-0364-01A-02D-0508-04	8	58595323	63192937	1292	-0.4749
TCGA-09-0364-01A-02D-0508-04	8	63199765	79296790	4874	-0.0037
TCGA-09-0364-01A-02D-0508-04	8	79303543	79735037	116	0.3201
TCGA-09-0364-01A-02D-0508-04	8	79737031	80861912	244	0.5954
TCGA-09-0364-01A-02D-0508-04	8	80863808	82152271	503	0.9985
TCGA-09-0364-01A-02D-0508-04	8	82155027	82156052	2	-0.0644
TCGA-09-0364-01A-02D-0508-04	8	82159569	82493004	72	1.0189
TCGA-09-0364-01A-02D-0508-04	8	82498347	82607767	45	0.575
TCGA-09-0364-01A-02D-0508-04	8	82612359	82824300	81	0.0312
TCGA-09-0364-01A-02D-0508-04	8	82827723	84757039	301	0.2896
TCGA-09-0364-01A-02D-0508-04	8	84762895	84839677	10	0.5887
TCGA-09-0364-01A-02D-0508-04	8	84847594	87502555	809	0.2681
TCGA-09-0364-01A-02D-0508-04	8	87504170	88423721	362	0.5868
TCGA-09-0364-01A-02D-0508-04	8	88424901	89779988	365	0.2812
TCGA-09-0364-01A-02D-0508-04	8	89785819	91877917	445	-0.0123
TCGA-09-0364-01A-02D-0508-04	8	91879191	93040430	395	0.3234
TCGA-09-0364-01A-02D-0508-04	8	93042226	93042226	1	NA
TCGA-09-0364-01A-02D-0508-04	8	93043916	95297186	650	0.5854
TCGA-09-0364-01A-02D-0508-04	8	95300748	96701440	520	0.3684
TCGA-09-0364-01A-02D-0508-04	8	96705884	115898975	6262	0.0073
TCGA-09-0364-01A-02D-0508-04	8	115906601	136280590	6517	0.3167
TCGA-09-0364-01A-02D-0508-04	8	136296401	137748793	293	-0.101
TCGA-09-0364-01A-02D-0508-04	8	137751905	137922591	32	-0.6196
TCGA-09-0364-01A-02D-0508-04	8	137931707	146264846	2820	-0.0508
TCGA-09-0364-01A-02D-0508-04	9	189055	15802255	5458	-0.4712
TCGA-09-0364-01A-02D-0508-04	9	15805300	15807123	2	-3.4848
TCGA-09-0364-01A-02D-0508-04	9	15813356	23343915	2540	-0.4646
TCGA-09-0364-01A-02D-0508-04	9	23353267	23365926	3	-2.7139
TCGA-09-0364-01A-02D-0508-04	9	23377660	70926188	5069	-0.468
TCGA-09-0364-01A-02D-0508-04	9	70928471	70930528	2	2.1099
TCGA-09-0364-01A-02D-0508-04	9	70935055	134542664	22720	-0.4663
TCGA-09-0364-01A-02D-0508-04	9	134544331	134545846	2	0.6039
TCGA-09-0364-01A-02D-0508-04	9	134548747	140145683	2148	-0.4544
TCGA-09-0366-01A-01D-0508-04	1	554287	825199	13	0.125
TCGA-09-0366-01A-01D-0508-04	1	827249	17112697	5790	0.3176
TCGA-09-0366-01A-01D-0508-04	1	17114337	17127039	4	-0.4264
TCGA-09-0366-01A-01D-0508-04	1	17148592	72540240	22089	0.3015
TCGA-09-0366-01A-01D-0508-04	1	72541443	72579311	12	0.9258
TCGA-09-0366-01A-01D-0508-04	1	72589682	83369717	3206	0.2667
TCGA-09-0366-01A-01D-0508-04	1	83388826	83737764	14	-0.0709
TCGA-09-0366-01A-01D-0508-04	1	83741702	85745222	824	0.288
TCGA-09-0366-01A-01D-0508-04	1	85753561	85776171	13	0.821
TCGA-09-0366-01A-01D-0508-04	1	85778723	87651047	724	0.2726
TCGA-09-0366-01A-01D-0508-04	1	87662001	87730765	21	0.8027
TCGA-09-0366-01A-01D-0508-04	1	87744017	110015739	6900	0.279
TCGA-09-0366-01A-01D-0508-04	1	110023268	110041712	5	1.441
TCGA-09-0366-01A-01D-0508-04	1	110058441	110058441	1	NA
TCGA-09-0366-01A-01D-0508-04	1	110060587	116028595	2219	0.271
TCGA-09-0366-01A-01D-0508-04	1	116029725	116033402	3	1.158
TCGA-09-0366-01A-01D-0508-04	1	116035435	120333077	1592	0.2634
TCGA-09-0366-01A-01D-0508-04	1	120338395	120415520	12	1.6365
TCGA-09-0366-01A-01D-0508-04	1	120705146	142730208	66	0.0633
TCGA-09-0366-01A-01D-0508-04	1	143238284	143803856	72	1.4081
TCGA-09-0366-01A-01D-0508-04	1	143805209	143808283	3	0.3229
TCGA-09-0366-01A-01D-0508-04	1	143809389	143818958	7	1.612
TCGA-09-0366-01A-01D-0508-04	1	143820820	146297175	579	1.9461
TCGA-09-0366-01A-01D-0508-04	1	147203277	147315217	6	0.821
TCGA-09-0366-01A-01D-0508-04	1	147326097	148153721	55	1.4239
TCGA-09-0366-01A-01D-0508-04	1	148155022	148498186	172	0.9531
TCGA-09-0366-01A-01D-0508-04	1	148499609	150263819	853	1.5038
TCGA-09-0366-01A-01D-0508-04	1	150265715	150441949	86	0.9259
TCGA-09-0366-01A-01D-0508-04	1	150444349	150493754	19	1.578
TCGA-09-0366-01A-01D-0508-04	1	150539820	150631325	36	0.9273
TCGA-09-0366-01A-01D-0508-04	1	150633219	150819879	68	-0.0744
TCGA-09-0366-01A-01D-0508-04	1	150823073	150851439	11	1.9983
TCGA-09-0366-01A-01D-0508-04	1	150852858	151026228	78	-0.0738
TCGA-09-0366-01A-01D-0508-04	1	151028700	151280810	110	0.7584
TCGA-09-0366-01A-01D-0508-04	1	151282671	153265145	886	0.0029
TCGA-09-0366-01A-01D-0508-04	1	153268108	153840354	298	0.9648
TCGA-09-0366-01A-01D-0508-04	1	153846176	157133150	1389	-0.0184
TCGA-09-0366-01A-01D-0508-04	1	157134796	157136342	2	-4.4008
TCGA-09-0366-01A-01D-0508-04	1	157138568	157138568	1	NA
TCGA-09-0366-01A-01D-0508-04	1	157139824	182590055	10105	-0.043
TCGA-09-0366-01A-01D-0508-04	1	182591557	182591557	1	NA
TCGA-09-0366-01A-01D-0508-04	1	182592661	182856287	132	-0.3563
TCGA-09-0366-01A-01D-0508-04	1	182857439	185979586	1086	-0.0419
TCGA-09-0366-01A-01D-0508-04	1	185984652	185988138	2	1.0629
TCGA-09-0366-01A-01D-0508-04	1	186000612	196570662	2550	-0.0511
TCGA-09-0366-01A-01D-0508-04	1	196572806	196576204	3	-1.6104
TCGA-09-0366-01A-01D-0508-04	1	196578227	200600795	1584	-0.0141
TCGA-09-0366-01A-01D-0508-04	1	200602881	200602881	1	NA
TCGA-09-0366-01A-01D-0508-04	1	200609726	200667381	22	-0.3735
TCGA-09-0366-01A-01D-0508-04	1	200668993	227875096	9939	-0.0118
TCGA-09-0366-01A-01D-0508-04	1	227879152	227882805	4	-1.2351
TCGA-09-0366-01A-01D-0508-04	1	227889619	246427528	7252	-0.0481
TCGA-09-0366-01A-01D-0508-04	1	246429285	246630400	76	0.1525
TCGA-09-0366-01A-01D-0508-04	1	246632140	246751473	23	-0.0893
TCGA-09-0366-01A-01D-0508-04	1	246753652	246875016	34	0.2251
TCGA-09-0366-01A-01D-0508-04	1	246878405	247186514	95	-0.0946
TCGA-09-0366-01A-01D-0508-04	10	126361	147177	10	-0.3313
TCGA-09-0366-01A-01D-0508-04	10	148565	27038538	9719	-0.0673
TCGA-09-0366-01A-01D-0508-04	10	27040181	27041812	2	1.0188
TCGA-09-0366-01A-01D-0508-04	10	27043861	27043861	1	NA
TCGA-09-0366-01A-01D-0508-04	10	27045226	31284926	1560	-0.0323
TCGA-09-0366-01A-01D-0508-04	10	31287101	31291525	3	-1.2745
TCGA-09-0366-01A-01D-0508-04	10	31293140	38596435	2207	-0.0415
TCGA-09-0366-01A-01D-0508-04	10	38601263	53839618	2860	-0.4108
TCGA-09-0366-01A-01D-0508-04	10	53841120	53842819	2	1.1603
TCGA-09-0366-01A-01D-0508-04	10	53844459	70949263	5311	-0.399
TCGA-09-0366-01A-01D-0508-04	10	70952973	70960187	4	-2.4153
TCGA-09-0366-01A-01D-0508-04	10	70964344	74906730	1582	-0.3551
TCGA-09-0366-01A-01D-0508-04	10	74908231	75149377	87	-0.0435
TCGA-09-0366-01A-01D-0508-04	10	75153837	76331316	499	-0.3369
TCGA-09-0366-01A-01D-0508-04	10	76333644	76612761	129	0.2319
TCGA-09-0366-01A-01D-0508-04	10	76614913	77917893	616	-0.4076
TCGA-09-0366-01A-01D-0508-04	10	77926390	77928669	2	-4.3855
TCGA-09-0366-01A-01D-0508-04	10	77928738	95505865	5585	-0.39
TCGA-09-0366-01A-01D-0508-04	10	95508039	95735913	84	-0.1467
TCGA-09-0366-01A-01D-0508-04	10	95737189	134907538	14411	-0.3892
TCGA-09-0366-01A-01D-0508-04	10	134909116	134926795	15	0.2315
TCGA-09-0366-01A-01D-0508-04	10	134928823	134928823	1	NA
TCGA-09-0366-01A-01D-0508-04	10	134928833	135285645	118	-0.3436
TCGA-09-0366-01A-01D-0508-04	11	187649	18823766	7363	-0.4138
TCGA-09-0366-01A-01D-0508-04	11	18843001	18917191	15	-0.8396
TCGA-09-0366-01A-01D-0508-04	11	18929375	46249276	8221	-0.4088
TCGA-09-0366-01A-01D-0508-04	11	46252058	46373450	54	-0.1753
TCGA-09-0366-01A-01D-0508-04	11	46374645	50330549	1157	-0.423
TCGA-09-0366-01A-01D-0508-04	11	50335319	55123719	96	-0.9416
TCGA-09-0366-01A-01D-0508-04	11	55124730	55209626	38	-0.569
TCGA-09-0366-01A-01D-0508-04	11	55217189	57364245	908	-0.9283
TCGA-09-0366-01A-01D-0508-04	11	57366042	57366042	1	NA
TCGA-09-0366-01A-01D-0508-04	11	57379893	57783508	142	2.5149
TCGA-09-0366-01A-01D-0508-04	11	57789026	58216724	154	3.3341
TCGA-09-0366-01A-01D-0508-04	11	58217976	58666286	106	2.8693
TCGA-09-0366-01A-01D-0508-04	11	58667573	64441414	2415	-0.8528
TCGA-09-0366-01A-01D-0508-04	11	64442989	66463477	912	-0.2964
TCGA-09-0366-01A-01D-0508-04	11	66468725	66469412	2	-3.1595
TCGA-09-0366-01A-01D-0508-04	11	66473397	66868619	165	-0.2939
TCGA-09-0366-01A-01D-0508-04	11	66872507	66874372	2	NA
TCGA-09-0366-01A-01D-0508-04	11	66875572	71306051	1420	-0.7676
TCGA-09-0366-01A-01D-0508-04	11	71306837	72900283	724	-0.341
TCGA-09-0366-01A-01D-0508-04	11	72901529	75379116	1107	-0.8864
TCGA-09-0366-01A-01D-0508-04	11	75381600	75546205	76	1.5995
TCGA-09-0366-01A-01D-0508-04	11	75547939	75774564	76	2.723
TCGA-09-0366-01A-01D-0508-04	11	75777150	75813321	18	3.3329
TCGA-09-0366-01A-01D-0508-04	11	75816056	77161607	522	3.8121
TCGA-09-0366-01A-01D-0508-04	11	77164225	77282771	47	3.4799
TCGA-09-0366-01A-01D-0508-04	11	77284783	77284783	1	NA
TCGA-09-0366-01A-01D-0508-04	11	77290692	77364189	16	2.7702
TCGA-09-0366-01A-01D-0508-04	11	77366432	78079591	306	3.6004
TCGA-09-0366-01A-01D-0508-04	11	78080816	78760362	339	3.2667
TCGA-09-0366-01A-01D-0508-04	11	78761468	78788995	25	2.5576
TCGA-09-0366-01A-01D-0508-04	11	78789447	79418589	134	3.0017
TCGA-09-0366-01A-01D-0508-04	11	79424676	79424676	1	NA
TCGA-09-0366-01A-01D-0508-04	11	79430634	79581600	19	2.7164
TCGA-09-0366-01A-01D-0508-04	11	79590924	91986389	3665	-0.9405
TCGA-09-0366-01A-01D-0508-04	11	91993488	93012045	389	-0.4752
TCGA-09-0366-01A-01D-0508-04	11	93014413	118075882	8456	-0.9394
TCGA-09-0366-01A-01D-0508-04	11	118078732	118109623	5	-0.0723
TCGA-09-0366-01A-01D-0508-04	11	118110180	134450318	6207	-0.9488
TCGA-09-0366-01A-01D-0508-04	12	33854	6513567	2703	0.27
TCGA-09-0366-01A-01D-0508-04	12	6514879	6538299	13	0.7217
TCGA-09-0366-01A-01D-0508-04	12	6539534	9523923	1026	0.3016
TCGA-09-0366-01A-01D-0508-04	12	9528590	9599999	13	1.2288
TCGA-09-0366-01A-01D-0508-04	12	9604633	9604633	1	NA
TCGA-09-0366-01A-01D-0508-04	12	9607363	11116883	573	0.2829
TCGA-09-0366-01A-01D-0508-04	12	11121204	11140421	7	-2.9512
TCGA-09-0366-01A-01D-0508-04	12	11143592	38851662	8421	0.3012
TCGA-09-0366-01A-01D-0508-04	12	38857800	39058612	86	-0.6151
TCGA-09-0366-01A-01D-0508-04	12	39060656	47261780	2726	0.2665
TCGA-09-0366-01A-01D-0508-04	12	47263908	47263908	1	NA
TCGA-09-0366-01A-01D-0508-04	12	47265652	49765796	1147	0.5362
TCGA-09-0366-01A-01D-0508-04	12	49768208	132289090	28444	0.2867
TCGA-09-0366-01A-01D-0508-04	13	18194544	37953582	7338	-0.3435
TCGA-09-0366-01A-01D-0508-04	13	37955475	37957844	2	2.7741
TCGA-09-0366-01A-01D-0508-04	13	37959274	46619698	3616	-0.3493
TCGA-09-0366-01A-01D-0508-04	13	46627734	46844285	36	-0.8592
TCGA-09-0366-01A-01D-0508-04	13	46866918	49964838	1227	-0.3382
TCGA-09-0366-01A-01D-0508-04	13	49968215	49971732	2	-1.8653
TCGA-09-0366-01A-01D-0508-04	13	49974447	49974447	1	NA
TCGA-09-0366-01A-01D-0508-04	13	49981330	56646284	1802	-0.342
TCGA-09-0366-01A-01D-0508-04	13	56650373	56650373	1	NA
TCGA-09-0366-01A-01D-0508-04	13	56657371	56685341	15	-1.0711
TCGA-09-0366-01A-01D-0508-04	13	56686863	114123340	17604	-0.3508
TCGA-09-0366-01A-01D-0508-04	14	18446762	19494416	60	-0.689
TCGA-09-0366-01A-01D-0508-04	14	19497023	21631597	1037	-0.0121
TCGA-09-0366-01A-01D-0508-04	14	21633170	22049850	215	0.2492
TCGA-09-0366-01A-01D-0508-04	14	22051630	22051630	1	NA
TCGA-09-0366-01A-01D-0508-04	14	22052799	34674458	4437	-0.0401
TCGA-09-0366-01A-01D-0508-04	14	34676390	34683810	3	0.8105
TCGA-09-0366-01A-01D-0508-04	14	34685308	40223205	1820	-0.0414
TCGA-09-0366-01A-01D-0508-04	14	40227454	40236621	3	-1.1515
TCGA-09-0366-01A-01D-0508-04	14	40241170	40680589	73	-0.0685
TCGA-09-0366-01A-01D-0508-04	14	40687108	40726930	7	0.6322
TCGA-09-0366-01A-01D-0508-04	14	40741934	68592434	9729	-0.0486
TCGA-09-0366-01A-01D-0508-04	14	68594630	69436734	413	0.197
TCGA-09-0366-01A-01D-0508-04	14	69438147	70518890	474	-0.0702
TCGA-09-0366-01A-01D-0508-04	14	70520468	70522742	2	-1.1442
TCGA-09-0366-01A-01D-0508-04	14	70524661	73061942	1145	-0.0616
TCGA-09-0366-01A-01D-0508-04	14	73071404	73101327	9	0.5156
TCGA-09-0366-01A-01D-0508-04	14	73104540	105597555	12214	-0.0431
TCGA-09-0366-01A-01D-0508-04	14	105602602	105632168	12	-0.7304
TCGA-09-0366-01A-01D-0508-04	14	105673157	105787390	21	-0.1052
TCGA-09-0366-01A-01D-0508-04	14	105788623	105798116	6	-0.8086
TCGA-09-0366-01A-01D-0508-04	14	105799261	105923686	42	0.0166
TCGA-09-0366-01A-01D-0508-04	14	105945006	106002179	20	-0.476
TCGA-09-0366-01A-01D-0508-04	14	106013552	106358491	142	-0.0928
TCGA-09-0366-01A-01D-0508-04	15	18362555	18450562	4	0.0962
TCGA-09-0366-01A-01D-0508-04	15	18452491	20053008	148	-0.3634
TCGA-09-0366-01A-01D-0508-04	15	20060061	47375539	9665	-0.0749
TCGA-09-0366-01A-01D-0508-04	15	47380710	47430972	29	-0.5383
TCGA-09-0366-01A-01D-0508-04	15	47433636	75115806	12039	-0.0614
TCGA-09-0366-01A-01D-0508-04	15	75117799	75119713	2	2.693
TCGA-09-0366-01A-01D-0508-04	15	75121466	98232932	8521	-0.091
TCGA-09-0366-01A-01D-0508-04	15	98234519	98239454	3	-4.6896
TCGA-09-0366-01A-01D-0508-04	15	98243586	99632987	637	-0.09
TCGA-09-0366-01A-01D-0508-04	15	99634434	99635701	2	1.8451
TCGA-09-0366-01A-01D-0508-04	15	99636724	99636724	1	NA
TCGA-09-0366-01A-01D-0508-04	15	99637714	100298352	271	-0.1022
TCGA-09-0366-01A-01D-0508-04	16	33628	2478432	981	0.1195
TCGA-09-0366-01A-01D-0508-04	16	2481290	2501758	12	0.4226
TCGA-09-0366-01A-01D-0508-04	16	2505009	3784549	508	0.0305
TCGA-09-0366-01A-01D-0508-04	16	3785775	3860542	36	-0.339
TCGA-09-0366-01A-01D-0508-04	16	3861777	33505210	9066	-0.0237
TCGA-09-0366-01A-01D-0508-04	16	33507497	34317157	104	-0.4524
TCGA-09-0366-01A-01D-0508-04	16	34325501	34602318	52	-0.1329
TCGA-09-0366-01A-01D-0508-04	16	34617260	68672642	7534	-0.3945
TCGA-09-0366-01A-01D-0508-04	16	68674071	68753209	16	-0.7709
TCGA-09-0366-01A-01D-0508-04	16	68838384	69275492	193	-0.3255
TCGA-09-0366-01A-01D-0508-04	16	69276675	69280807	3	0.5017
TCGA-09-0366-01A-01D-0508-04	16	69282221	69401319	59	-0.2911
TCGA-09-0366-01A-01D-0508-04	16	69402880	69758635	161	1.1103
TCGA-09-0366-01A-01D-0508-04	16	69761372	75093957	1798	-0.3913
TCGA-09-0366-01A-01D-0508-04	16	75097331	75100865	3	0.9381
TCGA-09-0366-01A-01D-0508-04	16	75102639	76925748	610	-0.4104
TCGA-09-0366-01A-01D-0508-04	16	76929598	76940218	8	-4.2333
TCGA-09-0366-01A-01D-0508-04	16	76942679	84236022	2825	-0.405
TCGA-09-0366-01A-01D-0508-04	16	84239223	84244434	3	0.563
TCGA-09-0366-01A-01D-0508-04	16	84247263	88690571	1685	-0.3313
TCGA-09-0366-01A-01D-0508-04	17	47546	58031	6	-0.0336
TCGA-09-0366-01A-01D-0508-04	17	59739	1027736	410	-0.3192
TCGA-09-0366-01A-01D-0508-04	17	1028979	1028979	1	NA
TCGA-09-0366-01A-01D-0508-04	17	1030715	1030766	2	1.5144
TCGA-09-0366-01A-01D-0508-04	17	1031233	1904451	435	-0.296
TCGA-09-0366-01A-01D-0508-04	17	1906319	1906391	3	0.8952
TCGA-09-0366-01A-01D-0508-04	17	1909371	15727076	5445	-0.3837
TCGA-09-0366-01A-01D-0508-04	17	15731356	15733964	2	-1.9194
TCGA-09-0366-01A-01D-0508-04	17	15737241	31461588	5734	-0.3728
TCGA-09-0366-01A-01D-0508-04	17	31462463	31499568	17	-0.8809
TCGA-09-0366-01A-01D-0508-04	17	31503774	32828797	366	-0.3836
TCGA-09-0366-01A-01D-0508-04	17	32830127	32832642	2	-5.4192
TCGA-09-0366-01A-01D-0508-04	17	32833765	32833765	1	NA
TCGA-09-0366-01A-01D-0508-04	17	32836527	36673853	1447	-0.3382
TCGA-09-0366-01A-01D-0508-04	17	36675987	36684619	6	1.1023
TCGA-09-0366-01A-01D-0508-04	17	36686013	41566540	2032	-0.3331
TCGA-09-0366-01A-01D-0508-04	17	41568539	41710400	46	-1e-04
TCGA-09-0366-01A-01D-0508-04	17	42142363	45574274	1542	-0.3654
TCGA-09-0366-01A-01D-0508-04	17	45576202	45579906	2	NA
TCGA-09-0366-01A-01D-0508-04	17	45581711	46014462	175	0.0469
TCGA-09-0366-01A-01D-0508-04	17	46015821	78637954	11959	-0.3585
TCGA-09-0366-01A-01D-0508-04	17	78653545	78653545	1	NA
TCGA-09-0366-01A-01D-0508-04	18	4316	40226609	11794	-0.019
TCGA-09-0366-01A-01D-0508-04	18	40230827	40235901	3	-1.1944
TCGA-09-0366-01A-01D-0508-04	18	40244566	53092949	4402	-0.0056
TCGA-09-0366-01A-01D-0508-04	18	53097842	53099601	2	-1.2254
TCGA-09-0366-01A-01D-0508-04	18	53101512	76116026	6763	-0.0118
TCGA-09-0366-01A-01D-0508-04	19	210395	340495	51	-0.8533
TCGA-09-0366-01A-01D-0508-04	19	343979	1398325	441	-0.5897
TCGA-09-0366-01A-01D-0508-04	19	1400798	1400840	2	1.3265
TCGA-09-0366-01A-01D-0508-04	19	1405308	9899111	3863	-0.7739
TCGA-09-0366-01A-01D-0508-04	19	9900783	10021965	67	0.0088
TCGA-09-0366-01A-01D-0508-04	19	10023906	10023906	1	NA
TCGA-09-0366-01A-01D-0508-04	19	10025614	10066384	21	-0.6185
TCGA-09-0366-01A-01D-0508-04	19	10074186	11317235	663	0.1288
TCGA-09-0366-01A-01D-0508-04	19	11318936	11328140	6	-0.6489
TCGA-09-0366-01A-01D-0508-04	19	11332164	11384707	27	-0.0282
TCGA-09-0366-01A-01D-0508-04	19	11386332	11448975	30	-0.8344
TCGA-09-0366-01A-01D-0508-04	19	11450908	11452390	2	1.0783
TCGA-09-0366-01A-01D-0508-04	19	11453579	15170876	1634	-0.8328
TCGA-09-0366-01A-01D-0508-04	19	15175048	15763372	288	0.0176
TCGA-09-0366-01A-01D-0508-04	19	15766803	16601480	391	0.5616
TCGA-09-0366-01A-01D-0508-04	19	16602650	16602650	1	NA
TCGA-09-0366-01A-01D-0508-04	19	16603979	16963830	166	0.07
TCGA-09-0366-01A-01D-0508-04	19	16964840	20577520	1588	0.621
TCGA-09-0366-01A-01D-0508-04	19	20579063	20666631	30	0.0099
TCGA-09-0366-01A-01D-0508-04	19	20669954	21134707	126	0.4967
TCGA-09-0366-01A-01D-0508-04	19	21136123	21450944	96	0.735
TCGA-09-0366-01A-01D-0508-04	19	21456847	22252473	189	0.4841
TCGA-09-0366-01A-01D-0508-04	19	22254460	22685097	142	-0.0672
TCGA-09-0366-01A-01D-0508-04	19	22687158	22743316	9	0.3386
TCGA-09-0366-01A-01D-0508-04	19	22745475	23348067	144	-0.0676
TCGA-09-0366-01A-01D-0508-04	19	23350743	24157855	186	-0.8019
TCGA-09-0366-01A-01D-0508-04	19	32545047	34883921	545	0.7691
TCGA-09-0366-01A-01D-0508-04	19	34885729	35247571	131	1.6171
TCGA-09-0366-01A-01D-0508-04	19	35250015	35866634	201	1.8967
TCGA-09-0366-01A-01D-0508-04	19	35870205	36420084	85	0.5353
TCGA-09-0366-01A-01D-0508-04	19	36424116	36766026	116	0.2466
TCGA-09-0366-01A-01D-0508-04	19	36771396	37400495	131	-0.4299
TCGA-09-0366-01A-01D-0508-04	19	37404123	37735590	137	0.0555
TCGA-09-0366-01A-01D-0508-04	19	37741966	37982379	104	-0.3578
TCGA-09-0366-01A-01D-0508-04	19	37985252	40417540	1019	0.0975
TCGA-09-0366-01A-01D-0508-04	19	40418624	40540618	60	-0.2486
TCGA-09-0366-01A-01D-0508-04	19	40543992	40553315	3	-1.7099
TCGA-09-0366-01A-01D-0508-04	19	40556205	40608226	28	-0.2682
TCGA-09-0366-01A-01D-0508-04	19	40610758	42954937	1025	0.0663
TCGA-09-0366-01A-01D-0508-04	19	42956089	42957993	2	NA
TCGA-09-0366-01A-01D-0508-04	19	42961054	46046859	1402	-0.3182
TCGA-09-0366-01A-01D-0508-04	19	46054503	46060523	4	-2.5559
TCGA-09-0366-01A-01D-0508-04	19	46063357	46063357	1	NA
TCGA-09-0366-01A-01D-0508-04	19	46086240	51777778	2332	-0.2905
TCGA-09-0366-01A-01D-0508-04	19	51784119	52217188	215	0.0442
TCGA-09-0366-01A-01D-0508-04	19	52220223	55770195	1651	-0.3255
TCGA-09-0366-01A-01D-0508-04	19	55772729	56211847	213	0.1612
TCGA-09-0366-01A-01D-0508-04	19	56215114	58391514	983	-0.2674
TCGA-09-0366-01A-01D-0508-04	19	58392427	58392427	1	NA
TCGA-09-0366-01A-01D-0508-04	19	58396541	59414645	501	0.1336
TCGA-09-0366-01A-01D-0508-04	19	59414898	59434202	11	-0.4759
TCGA-09-0366-01A-01D-0508-04	19	59440262	59584904	75	-0.0176
TCGA-09-0366-01A-01D-0508-04	19	59586140	59699927	51	0.223
TCGA-09-0366-01A-01D-0508-04	19	59702410	62036957	1036	-0.2317
TCGA-09-0366-01A-01D-0508-04	19	62037976	62163976	57	0.0759
TCGA-09-0366-01A-01D-0508-04	19	62167028	62169270	2	1.0954
TCGA-09-0366-01A-01D-0508-04	19	62172888	63354118	562	-0.2441
TCGA-09-0366-01A-01D-0508-04	19	63355694	63788698	211	0.1889
TCGA-09-0366-01A-01D-0508-04	2	7019	5795998	1895	0.1906
TCGA-09-0366-01A-01D-0508-04	2	5800256	5815081	3	-0.671
TCGA-09-0366-01A-01D-0508-04	2	5823622	33076512	8978	0.2574
TCGA-09-0366-01A-01D-0508-04	2	33078005	33080437	2	1.3699
TCGA-09-0366-01A-01D-0508-04	2	33081681	34543992	644	0.2512
TCGA-09-0366-01A-01D-0508-04	2	34551222	34582272	16	-0.3938
TCGA-09-0366-01A-01D-0508-04	2	34583814	37810001	1371	0.28
TCGA-09-0366-01A-01D-0508-04	2	37812045	37855837	22	-0.4006
TCGA-09-0366-01A-01D-0508-04	2	37858379	37858379	1	NA
TCGA-09-0366-01A-01D-0508-04	2	37859985	89261600	17367	0.2722
